# Miriade.ephemcc.results
# Request:
# targetType: Planet, targetNumber: 5, targetName: Jupiter, Diameter: 139822.00 km, Orbital period: 4.33259000E+03 d, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 1000
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
Jupiter,   2037-08-11T00:00:00.00, 101 12 54.9750, +00  0 56.5961,    5.176554337,  -9.40
Jupiter,   2037-08-21T00:00:00.00, 102  3 10.1499, +00  2  5.1923,    5.180170581,  -9.40
Jupiter,   2037-08-31T00:00:00.00, 102 53 21.1211, +00  3 13.6663,    5.183789122,  -9.40
Jupiter,   2037-09-10T00:00:00.00, 103 43 27.8981, +00  4 22.0038,    5.187409177,  -9.40
Jupiter,   2037-09-20T00:00:00.00, 104 33 30.4906, +00  5 30.1906,    5.191029940,  -9.40
Jupiter,   2037-09-30T00:00:00.00, 105 23 28.9074, +00  6 38.2126,    5.194650630,  -9.40
Jupiter,   2037-10-10T00:00:00.00, 106 13 23.1595, +00  7 46.0562,    5.198270490,  -9.40
Jupiter,   2037-10-20T00:00:00.00, 107  3 13.2591, +00  8 53.7077,    5.201888753,  -9.40
Jupiter,   2037-10-30T00:00:00.00, 107 52 59.2192, +00 10  1.1538,    5.205504638,  -9.40
Jupiter,   2037-11-09T00:00:00.00, 108 42 41.0530, +00 11  8.3810,    5.209117359,  -9.40
Jupiter,   2037-11-19T00:00:00.00, 109 32 18.7746, +00 12 15.3763,    5.212726131,  -9.40
Jupiter,   2037-11-29T00:00:00.00, 110 21 52.3984, +00 13 22.1266,    5.216330164,  -9.40
Jupiter,   2037-12-09T00:00:00.00, 111 11 21.9395, +00 14 28.6187,    5.219928657,  -9.40
Jupiter,   2037-12-19T00:00:00.00, 112  0 47.4119, +00 15 34.8399,    5.223520804,  -9.40
Jupiter,   2037-12-29T00:00:00.00, 112 50  8.8291, +00 16 40.7773,    5.227105846,  -9.40
Jupiter,   2038-01-08T00:00:00.00, 113 39 26.2062, +00 17 46.4186,    5.230683062,  -9.40
Jupiter,   2038-01-18T00:00:00.00, 114 28 39.5594, +00 18 51.7514,    5.234251739,  -9.40
Jupiter,   2038-01-28T00:00:00.00, 115 17 48.9060, +00 19 56.7638,    5.237811172,  -9.40
Jupiter,   2038-02-07T00:00:00.00, 116  6 54.2638, +00 21  1.4439,    5.241360669,  -9.40
Jupiter,   2038-02-17T00:00:00.00, 116 55 55.6517, +00 22  5.7799,    5.244899551,  -9.40
Jupiter,   2038-02-27T00:00:00.00, 117 44 53.0901, +00 23  9.7602,    5.248427147,  -9.40
Jupiter,   2038-03-09T00:00:00.00, 118 33 46.6001, +00 24 13.3735,    5.251942775,  -9.40
Jupiter,   2038-03-19T00:00:00.00, 119 22 36.2025, +00 25 16.6082,    5.255445751,  -9.40
Jupiter,   2038-03-29T00:00:00.00, 120 11 21.9185, +00 26 19.4534,    5.258935439,  -9.40
Jupiter,   2038-04-08T00:00:00.00, 121  0  3.7713, +00 27 21.8983,    5.262411223,  -9.40
Jupiter,   2038-04-18T00:00:00.00, 121 48 41.7856, +00 28 23.9323,    5.265872483,  -9.40
Jupiter,   2038-04-28T00:00:00.00, 122 37 15.9873, +00 29 25.5449,    5.269318592,  -9.40
Jupiter,   2038-05-08T00:00:00.00, 123 25 46.4031, +00 30 26.7259,    5.272748916,  -9.40
Jupiter,   2038-05-18T00:00:00.00, 124 14 13.0605, +00 31 27.4651,    5.276162823,  -9.40
Jupiter,   2038-05-28T00:00:00.00, 125  2 35.9882, +00 32 27.7523,    5.279559664,  -9.40
Jupiter,   2038-06-07T00:00:00.00, 125 50 55.2151, +00 33 27.5778,    5.282938765,  -9.40
Jupiter,   2038-06-17T00:00:00.00, 126 39 10.7691, +00 34 26.9314,    5.286299446,  -9.40
Jupiter,   2038-06-27T00:00:00.00, 127 27 22.6780, +00 35 25.8037,    5.289641064,  -9.40
Jupiter,   2038-07-07T00:00:00.00, 128 15 30.9709, +00 36 24.1851,    5.292962993,  -9.40
Jupiter,   2038-07-17T00:00:00.00, 129  3 35.6776, +00 37 22.0666,    5.296264600,  -9.40
Jupiter,   2038-07-27T00:00:00.00, 129 51 36.8282, +00 38 19.4388,    5.299545251,  -9.40
Jupiter,   2038-08-06T00:00:00.00, 130 39 34.4530, +00 39 16.2930,    5.302804319,  -9.40
Jupiter,   2038-08-16T00:00:00.00, 131 27 28.5830, +00 40 12.6201,    5.306041182,  -9.40
Jupiter,   2038-08-26T00:00:00.00, 132 15 19.2494, +00 41  8.4115,    5.309255221,  -9.40
Jupiter,   2038-09-05T00:00:00.00, 133  3  6.4837, +00 42  3.6585,    5.312445801,  -9.40
Jupiter,   2038-09-15T00:00:00.00, 133 50 50.3158, +00 42 58.3526,    5.315612304,  -9.40
Jupiter,   2038-09-25T00:00:00.00, 134 38 30.7763, +00 43 52.4856,    5.318754167,  -9.40
Jupiter,   2038-10-05T00:00:00.00, 135 26  7.8968, +00 44 46.0495,    5.321870847,  -9.40
Jupiter,   2038-10-15T00:00:00.00, 136 13 41.7103, +00 45 39.0367,    5.324961812,  -9.40
Jupiter,   2038-10-25T00:00:00.00, 137  1 12.2501, +00 46 31.4394,    5.328026534,  -9.40
Jupiter,   2038-11-04T00:00:00.00, 137 48 39.5505, +00 47 23.2501,    5.331064496,  -9.40
Jupiter,   2038-11-14T00:00:00.00, 138 36  3.6469, +00 48 14.4616,    5.334075185,  -9.40
Jupiter,   2038-11-24T00:00:00.00, 139 23 24.5753, +00 49  5.0666,    5.337058083,  -9.40
Jupiter,   2038-12-04T00:00:00.00, 140 10 42.3723, +00 49 55.0580,    5.340012644,  -9.40
Jupiter,   2038-12-14T00:00:00.00, 140 57 57.0732, +00 50 44.4287,    5.342938336,  -9.40
Jupiter,   2038-12-24T00:00:00.00, 141 45  8.7137, +00 51 33.1720,    5.345834666,  -9.40
Jupiter,   2039-01-03T00:00:00.00, 142 32 17.3311, +00 52 21.2814,    5.348701147,  -9.40
Jupiter,   2039-01-13T00:00:00.00, 143 19 22.9631, +00 53  8.7505,    5.351537285,  -9.40
Jupiter,   2039-01-23T00:00:00.00, 144  6 25.6479, +00 53 55.5729,    5.354342586,  -9.40
Jupiter,   2039-02-02T00:00:00.00, 144 53 25.4240, +00 54 41.7424,    5.357116558,  -9.40
Jupiter,   2039-02-12T00:00:00.00, 145 40 22.3304, +00 55 27.2529,    5.359858706,  -9.40
Jupiter,   2039-02-22T00:00:00.00, 146 27 16.4064, +00 56 12.0983,    5.362568527,  -9.40
Jupiter,   2039-03-04T00:00:00.00, 147 14  7.6908, +00 56 56.2726,    5.365245489,  -9.40
Jupiter,   2039-03-14T00:00:00.00, 148  0 56.2207, +00 57 39.7699,    5.367889089,  -9.40
Jupiter,   2039-03-24T00:00:00.00, 148 47 42.0335, +00 58 22.5847,    5.370498864,  -9.40
Jupiter,   2039-04-03T00:00:00.00, 149 34 25.1674, +00 59  4.7115,    5.373074368,  -9.40
Jupiter,   2039-04-13T00:00:00.00, 150 21  5.6608, +00 59 46.1450,    5.375615164,  -9.40
Jupiter,   2039-04-23T00:00:00.00, 151  7 43.5523, +01  0 26.8800,    5.378120827,  -9.40
Jupiter,   2039-05-03T00:00:00.00, 151 54 18.8809, +01  1  6.9114,    5.380590953,  -9.40
Jupiter,   2039-05-13T00:00:00.00, 152 40 51.6863, +01  1 46.2343,    5.383025150,  -9.40
Jupiter,   2039-05-23T00:00:00.00, 153 27 22.0088, +01  2 24.8438,    5.385423026,  -9.40
Jupiter,   2039-06-02T00:00:00.00, 154 13 49.8884, +01  3  2.7351,    5.387784174,  -9.40
Jupiter,   2039-06-12T00:00:00.00, 155  0 15.3641, +01  3 39.9035,    5.390108225,  -9.40
Jupiter,   2039-06-22T00:00:00.00, 155 46 38.4760, +01  4 16.3449,    5.392394852,  -9.40
Jupiter,   2039-07-02T00:00:00.00, 156 32 59.2654, +01  4 52.0550,    5.394643740,  -9.40
Jupiter,   2039-07-12T00:00:00.00, 157 19 17.7742, +01  5 27.0296,    5.396854576,  -9.40
Jupiter,   2039-07-22T00:00:00.00, 158  5 34.0453, +01  6  1.2649,    5.399027051,  -9.40
Jupiter,   2039-08-01T00:00:00.00, 158 51 48.1222, +01  6 34.7570,    5.401160862,  -9.40
Jupiter,   2039-08-11T00:00:00.00, 159 38  0.0493, +01  7  7.5020,    5.403255701,  -9.40
Jupiter,   2039-08-21T00:00:00.00, 160 24  9.8717, +01  7 39.4961,    5.405311238,  -9.40
Jupiter,   2039-08-31T00:00:00.00, 161 10 17.6338, +01  8 10.7357,    5.407327115,  -9.40
Jupiter,   2039-09-10T00:00:00.00, 161 56 23.3789, +01  8 41.2171,    5.409303001,  -9.40
Jupiter,   2039-09-20T00:00:00.00, 162 42 27.1511, +01  9 10.9372,    5.411238584,  -9.40
Jupiter,   2039-09-30T00:00:00.00, 163 28 28.9950, +01  9 39.8927,    5.413133554,  -9.40
Jupiter,   2039-10-10T00:00:00.00, 164 14 28.9552, +01 10  8.0803,    5.414987594,  -9.40
Jupiter,   2039-10-20T00:00:00.00, 165  0 27.0765, +01 10 35.4971,    5.416800390,  -9.40
Jupiter,   2039-10-30T00:00:00.00, 165 46 23.4035, +01 11  2.1400,    5.418571629,  -9.40
Jupiter,   2039-11-09T00:00:00.00, 166 32 17.9813, +01 11 28.0062,    5.420301004,  -9.40
Jupiter,   2039-11-19T00:00:00.00, 167 18 10.8548, +01 11 53.0927,    5.421988183,  -9.40
Jupiter,   2039-11-29T00:00:00.00, 168  4  2.0674, +01 12 17.3967,    5.423632824,  -9.40
Jupiter,   2039-12-09T00:00:00.00, 168 49 51.6614, +01 12 40.9156,    5.425234632,  -9.40
Jupiter,   2039-12-19T00:00:00.00, 169 35 39.6794, +01 13  3.6473,    5.426793342,  -9.40
Jupiter,   2039-12-29T00:00:00.00, 170 21 26.1644, +01 13 25.5893,    5.428308709,  -9.40
Jupiter,   2040-01-08T00:00:00.00, 171  7 11.1596, +01 13 46.7395,    5.429780502,  -9.40
Jupiter,   2040-01-18T00:00:00.00, 171 52 54.7084, +01 14  7.0959,    5.431208507,  -9.40
Jupiter,   2040-01-28T00:00:00.00, 172 38 36.8547, +01 14 26.6565,    5.432592529,  -9.40
Jupiter,   2040-02-07T00:00:00.00, 173 24 17.6433, +01 14 45.4194,    5.433932382,  -9.40
Jupiter,   2040-02-17T00:00:00.00, 174  9 57.1194, +01 15  3.3827,    5.435227862,  -9.40
Jupiter,   2040-02-27T00:00:00.00, 174 55 35.3272, +01 15 20.5446,    5.436478760,  -9.40
Jupiter,   2040-03-08T00:00:00.00, 175 41 12.3105, +01 15 36.9036,    5.437684910,  -9.40
Jupiter,   2040-03-18T00:00:00.00, 176 26 48.1139, +01 15 52.4583,    5.438846168,  -9.40
Jupiter,   2040-03-28T00:00:00.00, 177 12 22.7829, +01 16  7.2074,    5.439962395,  -9.40
Jupiter,   2040-04-07T00:00:00.00, 177 57 56.3634, +01 16 21.1494,    5.441033456,  -9.40
Jupiter,   2040-04-17T00:00:00.00, 178 43 28.9016, +01 16 34.2833,    5.442059218,  -9.40
Jupiter,   2040-04-27T00:00:00.00, 179 29  0.4442, +01 16 46.6078,    5.443039552,  -9.40
Jupiter,   2040-05-07T00:00:00.00, 180 14 31.0387, +01 16 58.1217,    5.443974325,  -9.40
Jupiter,   2040-05-17T00:00:00.00, 181  0  0.7327, +01 17  8.8239,    5.444863363,  -9.40
Jupiter,   2040-05-27T00:00:00.00, 181 45 29.5721, +01 17 18.7133,    5.445706490,  -9.40
Jupiter,   2040-06-06T00:00:00.00, 182 30 57.6021, +01 17 27.7892,    5.446503562,  -9.40
Jupiter,   2040-06-16T00:00:00.00, 183 16 24.8685, +01 17 36.0508,    5.447254451,  -9.40
Jupiter,   2040-06-26T00:00:00.00, 184  1 51.4168, +01 17 43.4975,    5.447959032,  -9.40
Jupiter,   2040-07-06T00:00:00.00, 184 47 17.2928, +01 17 50.1287,    5.448617192,  -9.40
Jupiter,   2040-07-16T00:00:00.00, 185 32 42.5419, +01 17 55.9440,    5.449228824,  -9.40
Jupiter,   2040-07-26T00:00:00.00, 186 18  7.2097, +01 18  0.9430,    5.449793843,  -9.40
Jupiter,   2040-08-05T00:00:00.00, 187  3 31.3425, +01 18  5.1252,    5.450312163,  -9.40
Jupiter,   2040-08-15T00:00:00.00, 187 48 54.9863, +01 18  8.4903,    5.450783675,  -9.40
Jupiter,   2040-08-25T00:00:00.00, 188 34 18.1855, +01 18 11.0383,    5.451208287,  -9.40
Jupiter,   2040-09-04T00:00:00.00, 189 19 40.9842, +01 18 12.7693,    5.451585951,  -9.40
Jupiter,   2040-09-14T00:00:00.00, 190  5  3.4276, +01 18 13.6834,    5.451916644,  -9.40
Jupiter,   2040-09-24T00:00:00.00, 190 50 25.5609, +01 18 13.7808,    5.452200356,  -9.40
Jupiter,   2040-10-04T00:00:00.00, 191 35 47.4301, +01 18 13.0620,    5.452437086,  -9.40
Jupiter,   2040-10-14T00:00:00.00, 192 21  9.0816, +01 18 11.5274,    5.452626847,  -9.40
Jupiter,   2040-10-24T00:00:00.00, 193  6 30.5622, +01 18  9.1773,    5.452769662,  -9.40
Jupiter,   2040-11-03T00:00:00.00, 193 51 51.9205, +01 18  6.0123,    5.452865544,  -9.40
Jupiter,   2040-11-13T00:00:00.00, 194 37 13.2042, +01 18  2.0327,    5.452914467,  -9.40
Jupiter,   2040-11-23T00:00:00.00, 195 22 34.4602, +01 17 57.2392,    5.452916415,  -9.40
Jupiter,   2040-12-03T00:00:00.00, 196  7 55.7353, +01 17 51.6329,    5.452871396,  -9.40
Jupiter,   2040-12-13T00:00:00.00, 196 53 17.0767, +01 17 45.2144,    5.452779426,  -9.40
Jupiter,   2040-12-23T00:00:00.00, 197 38 38.5319, +01 17 37.9848,    5.452640518,  -9.40
Jupiter,   2041-01-02T00:00:00.00, 198 24  0.1485, +01 17 29.9450,    5.452454683,  -9.40
Jupiter,   2041-01-12T00:00:00.00, 199  9 21.9738, +01 17 21.0962,    5.452221934,  -9.40
Jupiter,   2041-01-22T00:00:00.00, 199 54 44.0555, +01 17 11.4393,    5.451942290,  -9.40
Jupiter,   2041-02-01T00:00:00.00, 200 40  6.4418, +01 17  0.9756,    5.451615752,  -9.40
Jupiter,   2041-02-11T00:00:00.00, 201 25 29.1796, +01 16 49.7062,    5.451242283,  -9.40
Jupiter,   2041-02-21T00:00:00.00, 202 10 52.3140, +01 16 37.6325,    5.450821871,  -9.40
Jupiter,   2041-03-03T00:00:00.00, 202 56 15.8897, +01 16 24.7562,    5.450354536,  -9.40
Jupiter,   2041-03-13T00:00:00.00, 203 41 39.9515, +01 16 11.0789,    5.449840317,  -9.40
Jupiter,   2041-03-23T00:00:00.00, 204 27  4.5437, +01 15 56.6024,    5.449279267,  -9.40
Jupiter,   2041-04-02T00:00:00.00, 205 12 29.7109, +01 15 41.3285,    5.448671461,  -9.40
Jupiter,   2041-04-12T00:00:00.00, 205 57 55.4972, +01 15 25.2592,    5.448016993,  -9.40
Jupiter,   2041-04-22T00:00:00.00, 206 43 21.9477, +01 15  8.3964,    5.447315985,  -9.40
Jupiter,   2041-05-02T00:00:00.00, 207 28 49.1081, +01 14 50.7421,    5.446568547,  -9.40
Jupiter,   2041-05-12T00:00:00.00, 208 14 17.0233, +01 14 32.2983,    5.445774774,  -9.40
Jupiter,   2041-05-22T00:00:00.00, 208 59 45.7372, +01 14 13.0676,    5.444934792,  -9.40
Jupiter,   2041-06-01T00:00:00.00, 209 45 15.2940, +01 13 53.0523,    5.444048763,  -9.40
Jupiter,   2041-06-11T00:00:00.00, 210 30 45.7387, +01 13 32.2548,    5.443116865,  -9.40
Jupiter,   2041-06-21T00:00:00.00, 211 16 17.1164, +01 13 10.6779,    5.442139283,  -9.40
Jupiter,   2041-07-01T00:00:00.00, 212  1 49.4728, +01 12 48.3241,    5.441116215,  -9.40
Jupiter,   2041-07-11T00:00:00.00, 212 47 22.8541, +01 12 25.1960,    5.440047868,  -9.40
Jupiter,   2041-07-21T00:00:00.00, 213 32 57.3073, +01 12  1.2964,    5.438934456,  -9.40
Jupiter,   2041-07-31T00:00:00.00, 214 18 32.8805, +01 11 36.6279,    5.437776163,  -9.40
Jupiter,   2041-08-10T00:00:00.00, 215  4  9.6205, +01 11 11.1933,    5.436573143,  -9.40
Jupiter,   2041-08-20T00:00:00.00, 215 49 47.5731, +01 10 44.9957,    5.435325569,  -9.40
Jupiter,   2041-08-30T00:00:00.00, 216 35 26.7843, +01 10 18.0383,    5.434033631,  -9.40
Jupiter,   2041-09-09T00:00:00.00, 217 21  7.3001, +01  9 50.3242,    5.432697521,  -9.40
Jupiter,   2041-09-19T00:00:00.00, 218  6 49.1664, +01  9 21.8568,    5.431317435,  -9.40
Jupiter,   2041-09-29T00:00:00.00, 218 52 32.4288, +01  8 52.6395,    5.429893570,  -9.40
Jupiter,   2041-10-09T00:00:00.00, 219 38 17.1327, +01  8 22.6758,    5.428426139,  -9.40
Jupiter,   2041-10-19T00:00:00.00, 220 24  3.3241, +01  7 51.9691,    5.426915361,  -9.40
Jupiter,   2041-10-29T00:00:00.00, 221  9 51.0489, +01  7 20.5231,    5.425361427,  -9.40
Jupiter,   2041-11-08T00:00:00.00, 221 55 40.3515, +01  6 48.3415,    5.423764517,  -9.40
Jupiter,   2041-11-18T00:00:00.00, 222 41 31.2751, +01  6 15.4285,    5.422124846,  -9.40
Jupiter,   2041-11-28T00:00:00.00, 223 27 23.8626, +01  5 41.7882,    5.420442654,  -9.40
Jupiter,   2041-12-08T00:00:00.00, 224 13 18.1573, +01  5  7.4249,    5.418718204,  -9.40
Jupiter,   2041-12-18T00:00:00.00, 224 59 14.2020, +01  4 32.3429,    5.416951771,  -9.40
Jupiter,   2041-12-28T00:00:00.00, 225 45 12.0399, +01  3 56.5467,    5.415143650,  -9.40
Jupiter,   2042-01-07T00:00:00.00, 226 31 11.7142, +01  3 20.0408,    5.413294159,  -9.40
Jupiter,   2042-01-17T00:00:00.00, 227 17 13.2691, +01  2 42.8297,    5.411403628,  -9.40
Jupiter,   2042-01-27T00:00:00.00, 228  3 16.7493, +01  2  4.9178,    5.409472354,  -9.40
Jupiter,   2042-02-06T00:00:00.00, 228 49 22.1983, +01  1 26.3102,    5.407500628,  -9.40
Jupiter,   2042-02-16T00:00:00.00, 229 35 29.6587, +01  0 47.0117,    5.405488772,  -9.40
Jupiter,   2042-02-26T00:00:00.00, 230 21 39.1735, +01  0  7.0273,    5.403437122,  -9.40
Jupiter,   2042-03-08T00:00:00.00, 231  7 50.7860, +00 59 26.3623,    5.401346024,  -9.40
Jupiter,   2042-03-18T00:00:00.00, 231 54  4.5393, +00 58 45.0219,    5.399215828,  -9.40
Jupiter,   2042-03-28T00:00:00.00, 232 40 20.4767, +00 58  3.0112,    5.397046888,  -9.40
Jupiter,   2042-04-07T00:00:00.00, 233 26 38.6412, +00 57 20.3357,    5.394839574,  -9.40
Jupiter,   2042-04-17T00:00:00.00, 234 12 59.0773, +00 56 37.0006,    5.392594249,  -9.40
Jupiter,   2042-04-27T00:00:00.00, 234 59 21.8287, +00 55 53.0115,    5.390311235,  -9.40
Jupiter,   2042-05-07T00:00:00.00, 235 45 46.9376, +00 55  8.3741,    5.387990845,  -9.40
Jupiter,   2042-05-17T00:00:00.00, 236 32 14.4450, +00 54 23.0944,    5.385633420,  -9.40
Jupiter,   2042-05-27T00:00:00.00, 237 18 44.3917, +00 53 37.1783,    5.383239312,  -9.40
Jupiter,   2042-06-06T00:00:00.00, 238  5 16.8178, +00 52 50.6322,    5.380808888,  -9.40
Jupiter,   2042-06-16T00:00:00.00, 238 51 51.7631, +00 52  3.4622,    5.378342527,  -9.40
Jupiter,   2042-06-26T00:00:00.00, 239 38 29.2668, +00 51 15.6749,    5.375840626,  -9.40
Jupiter,   2042-07-06T00:00:00.00, 240 25  9.3679, +00 50 27.2767,    5.373303612,  -9.40
Jupiter,   2042-07-16T00:00:00.00, 241 11 52.1062, +00 49 38.2742,    5.370731917,  -9.40
Jupiter,   2042-07-26T00:00:00.00, 241 58 37.5212, +00 48 48.6741,    5.368125947,  -9.40
Jupiter,   2042-08-05T00:00:00.00, 242 45 25.6506, +00 47 58.4834,    5.365486123,  -9.40
Jupiter,   2042-08-15T00:00:00.00, 243 32 16.5315, +00 47  7.7093,    5.362812902,  -9.40
Jupiter,   2042-08-25T00:00:00.00, 244 19 10.2013, +00 46 16.3591,    5.360106764,  -9.40
Jupiter,   2042-09-04T00:00:00.00, 245  6  6.6971, +00 45 24.4401,    5.357368209,  -9.40
Jupiter,   2042-09-14T00:00:00.00, 245 53  6.0563, +00 44 31.9599,    5.354597751,  -9.40
Jupiter,   2042-09-24T00:00:00.00, 246 40  8.3162, +00 43 38.9260,    5.351795921,  -9.40
Jupiter,   2042-10-04T00:00:00.00, 247 27 13.5147, +00 42 45.3459,    5.348963276,  -9.40
Jupiter,   2042-10-14T00:00:00.00, 248 14 21.6911, +00 41 51.2273,    5.346100361,  -9.40
Jupiter,   2042-10-24T00:00:00.00, 249  1 32.8843, +00 40 56.5780,    5.343207681,  -9.40
Jupiter,   2042-11-03T00:00:00.00, 249 48 47.1318, +00 40  1.4062,    5.340285747,  -9.40
Jupiter,   2042-11-13T00:00:00.00, 250 36  4.4707, +00 39  5.7199,    5.337335086,  -9.40
Jupiter,   2042-11-23T00:00:00.00, 251 23 24.9382, +00 38  9.5276,    5.334356229,  -9.40
Jupiter,   2042-12-03T00:00:00.00, 252 10 48.5712, +00 37 12.8376,    5.331349707,  -9.40
Jupiter,   2042-12-13T00:00:00.00, 252 58 15.4061, +00 36 15.6587,    5.328316050,  -9.40
Jupiter,   2042-12-23T00:00:00.00, 253 45 45.4788, +00 35 17.9994,    5.325255795,  -9.40
Jupiter,   2043-01-02T00:00:00.00, 254 33 18.8252, +00 34 19.8685,    5.322169492,  -9.40
Jupiter,   2043-01-12T00:00:00.00, 255 20 55.4819, +00 33 21.2749,    5.319057668,  -9.40
Jupiter,   2043-01-22T00:00:00.00, 256  8 35.4839, +00 32 22.2278,    5.315920815,  -9.40
Jupiter,   2043-02-01T00:00:00.00, 256 56 18.8640, +00 31 22.7365,    5.312759434,  -9.40
Jupiter,   2043-02-11T00:00:00.00, 257 44  5.6543, +00 30 22.8108,    5.309574051,  -9.40
Jupiter,   2043-02-21T00:00:00.00, 258 31 55.8860, +00 29 22.4602,    5.306365206,  -9.40
Jupiter,   2043-03-03T00:00:00.00, 259 19 49.5896, +00 28 21.6948,    5.303133457,  -9.40
Jupiter,   2043-03-13T00:00:00.00, 260  7 46.7948, +00 27 20.5245,    5.299879377,  -9.40
Jupiter,   2043-03-23T00:00:00.00, 260 55 47.5305, +00 26 18.9596,    5.296603567,  -9.40
Jupiter,   2043-04-02T00:00:00.00, 261 43 51.8261, +00 25 17.0101,    5.293306660,  -9.40
Jupiter,   2043-04-12T00:00:00.00, 262 31 59.7117, +00 24 14.6862,    5.289989273,  -9.40
Jupiter,   2043-04-22T00:00:00.00, 263 20 11.2158, +00 23 11.9987,    5.286652003,  -9.40
Jupiter,   2043-05-02T00:00:00.00, 264  8 26.3658, +00 22  8.9581,    5.283295472,  -9.40
Jupiter,   2043-05-12T00:00:00.00, 264 56 45.1885, +00 21  5.5756,    5.279920325,  -9.40
Jupiter,   2043-05-22T00:00:00.00, 265 45  7.7106, +00 20  1.8619,    5.276527224,  -9.40
Jupiter,   2043-06-01T00:00:00.00, 266 33 33.9584, +00 18 57.8283,    5.273116840,  -9.40
Jupiter,   2043-06-11T00:00:00.00, 267 22  3.9580, +00 17 53.4858,    5.269689854,  -9.40
Jupiter,   2043-06-21T00:00:00.00, 268 10 37.7349, +00 16 48.8460,    5.266246969,  -9.40
Jupiter,   2043-07-01T00:00:00.00, 268 59 15.3157, +00 15 43.9199,    5.262788900,  -9.40
Jupiter,   2043-07-11T00:00:00.00, 269 47 56.7274, +00 14 38.7191,    5.259316327,  -9.40
Jupiter,   2043-07-21T00:00:00.00, 270 36 41.9953, +00 13 33.2554,    5.255829902,  -9.40
Jupiter,   2043-07-31T00:00:00.00, 271 25 31.1437, +00 12 27.5407,    5.252330287,  -9.40
Jupiter,   2043-08-10T00:00:00.00, 272 14 24.1956, +00 11 21.5871,    5.248818151,  -9.40
Jupiter,   2043-08-20T00:00:00.00, 273  3 21.1736, +00 10 15.4070,    5.245294167,  -9.40
Jupiter,   2043-08-30T00:00:00.00, 273 52 22.0993, +00  9  9.0127,    5.241759010,  -9.40
Jupiter,   2043-09-09T00:00:00.00, 274 41 26.9929, +00  8  2.4168,    5.238213366,  -9.40
Jupiter,   2043-09-19T00:00:00.00, 275 30 35.8742, +00  6 55.6321,    5.234657939,  -9.40
Jupiter,   2043-09-29T00:00:00.00, 276 19 48.7628, +00  5 48.6712,    5.231093451,  -9.40
Jupiter,   2043-10-09T00:00:00.00, 277  9  5.6783, +00  4 41.5470,    5.227520594,  -9.40
Jupiter,   2043-10-19T00:00:00.00, 277 58 26.6384, +00  3 34.2729,    5.223940046,  -9.40
Jupiter,   2043-10-29T00:00:00.00, 278 47 51.6590, +00  2 26.8623,    5.220352511,  -9.40
Jupiter,   2043-11-08T00:00:00.00, 279 37 20.7552, +00  1 19.3287,    5.216758710,  -9.40
Jupiter,   2043-11-18T00:00:00.00, 280 26 53.9413, +00  0 11.6859,    5.213159383,  -9.40
Jupiter,   2043-11-28T00:00:00.00, 281 16 31.2309, -00  0 56.0524,    5.209555282,  -9.40
Jupiter,   2043-12-08T00:00:00.00, 282  6 12.6368, -00  2  3.8724,    5.205947177,  -9.40
Jupiter,   2043-12-18T00:00:00.00, 282 55 58.1713, -00  3 11.7599,    5.202335868,  -9.40
Jupiter,   2043-12-28T00:00:00.00, 283 45 47.8477, -00  4 19.7012,    5.198722169,  -9.40
Jupiter,   2044-01-07T00:00:00.00, 284 35 41.6792, -00  5 27.6822,    5.195106855,  -9.40
Jupiter,   2044-01-17T00:00:00.00, 285 25 39.6775, -00  6 35.6883,    5.191490692,  -9.40
Jupiter,   2044-01-27T00:00:00.00, 286 15 41.8532, -00  7 43.7052,    5.187874455,  -9.40
Jupiter,   2044-02-06T00:00:00.00, 287  5 48.2161, -00  8 51.7181,    5.184258928,  -9.40
Jupiter,   2044-02-16T00:00:00.00, 287 55 58.7756, -00  9 59.7126,    5.180644892,  -9.40
Jupiter,   2044-02-26T00:00:00.00, 288 46 13.5403, -00 11  7.6736,    5.177033128,  -9.40
Jupiter,   2044-03-07T00:00:00.00, 289 36 32.5175, -00 12 15.5865,    5.173424417,  -9.40
Jupiter,   2044-03-17T00:00:00.00, 290 26 55.7142, -00 13 23.4362,    5.169819555,  -9.40
Jupiter,   2044-03-27T00:00:00.00, 291 17 23.1378, -00 14 31.2079,    5.166219333,  -9.40
Jupiter,   2044-04-06T00:00:00.00, 292  7 54.7948, -00 15 38.8863,    5.162624491,  -9.40
Jupiter,   2044-04-16T00:00:00.00, 292 58 30.6895, -00 16 46.4560,    5.159035754,  -9.40
Jupiter,   2044-04-26T00:00:00.00, 293 49 10.8243, -00 17 53.9014,    5.155453853,  -9.40
Jupiter,   2044-05-06T00:00:00.00, 294 39 55.2002, -00 19  1.2070,    5.151879523,  -9.40
Jupiter,   2044-05-16T00:00:00.00, 295 30 43.8169, -00 20  8.3568,    5.148313504,  -9.40
Jupiter,   2044-05-26T00:00:00.00, 296 21 36.6724, -00 21 15.3350,    5.144756541,  -9.40
Jupiter,   2044-06-05T00:00:00.00, 297 12 33.7630, -00 22 22.1258,    5.141209397,  -9.40
Jupiter,   2044-06-15T00:00:00.00, 298  3 35.0842, -00 23 28.7132,    5.137672866,  -9.40
